Rank,Institution,Country,academic_reputation_score,academic_reputation_rank,employer_reputation_score,"Employer Reputation
 RANK","Faculty Student
 SCORE","Faculty Student
 RANK","Citations per Faculty
 SCORE","Citations per Faculty
 RANK","International Faculty
 SCORE","International Faculty
 RANK","International Students
 SCORE","International Students
 RANK","International Research Network
 SCORE","International Research Network
 RANK","Employment Outcomes
 SCORE","Employment Outcomes
 RANK","Sustainability
 Score","Sustainability
 Rank",Overall
312,Jagiellonian University,Poland,37.8,228,46.4,199,65.1,203,5.5,701+,5.7,701+,15.4,615,88.6,188,51.3,249,35.4,400=,35
312,University of Johannesburg,South Africa,17.7,513,17.9,491,40.3,388,24.9,499,96.5,134,51.4,285,98,26,63.1,190,65.6,238,35
314,Universität Stuttgart,Germany,23.1,386,33,286,6.8,701+,55.2,228,36,442,46.8,314,70.4,479,21.7,527,65.3,239=,34.9
315,Quaid-i-Azam University,Pakistan,17.3,520,42.4,218,3.2,701+,93.6,58,7,701+,1.9,701+,65,557,21,546,3.4,701+,34.8
316,RUDN University,Russia,24.4,357,48.7,186,92,79,2.1,701+,8,701+,92.2,107,89.7,170,10,701+,24,498=,34.7
316,Shandong University,China (Mainland),16.6,538,35.5,268,16.7,701+,88.2,81,8.2,701+,3.1,701+,64.1,572,20.7,553,19.7,537=,34.7
316,University of Notre Dame,United States,25.8,344,25.2,379,60.8,237,29.2,444,22.3,566,18.4,575,70.1,484,60.2,201,68.9,225,34.7
319,Simon Fraser University,Canada,24,367,11.4,601+,6.2,701+,36.6,374,97,131,83.9,158,76.8,382,22.8,503,89.8,96=,34.6
320,University of Colorado Boulder,United States,36.1,244,17.5,495,38.3,414,34.9,385,32.2,482,4.9,701+,86.3,228,31.6,400,62.8,252,34.4
321,L.N. Gumilyov Eurasian National University (ENU),Kazakhstan,34.4,256,62,130,92.6,76,1.4,701+,68.7,289,8.2,701+,22.8,701+,5.5,701+,10.5,655=,34.2
321,National Technical University of Athens,Greece,21.3,412,44.9,204,4.6,701+,76,132,1.3,701+,4.6,701+,72.7,444,39.6,325,5,701+,34.2
321,Universidad Politécnica de Madrid (UPM),Spain,31.3,283,56.5,146,16.7,701+,11.4,701+,3.2,701+,32.1,414,81.1,308,60.7,199,86.3,119,34.2
324,University of Miami,United States,19,475,29.5,316,50,310,39.3,358,66.7,295,16.9,587,81.6,294,43.8,292,27.9,462=,34.1
324,University of Southern Denmark (SDU),Denmark,20.2,440,15.9,538,22.3,631,49.3,270,85.5,217,24.1,491,81.1,309,21.3,540,73.2,198=,34.1
326,Daegu Gyeongbuk Institute of Science and Technology (DGIST),South Korea,10.5,601+,11.8,601+,84.1,113,99.9,12,6.6,701+,3.3,701+,12.3,701+,2.7,701+,3.1,701+,34
326,Istanbul Technical University,Turkey,27,327,67.2,112,9.7,701+,17,602,8.3,701+,19.8,546,76.1,388,69.1,165,70.3,221,34
328,Kyung Hee University,South Korea,23.2,383,37.1,253,82.1,121,15.1,636,14.3,676,53.4,276,54.5,701+,13.8,699,80.5,152=,33.8
328,Rutgers University–New Brunswick,United States,36.2,243,28.1,340,46.3,333,12.8,671,18,625,28.2,443,78,361,25.7,459,95.4,55=,33.8
328,University of Delhi,India,38.1,225,35.3,269,4.3,701+,25.9,488,1.3,701+,1.5,701+,75.1,406,96,44,70.6,220,33.8
331,Sun Yat-sen University,China (Mainland),31.8,278,28.8,329,46.4,329,49.5,269,2.2,701+,3.6,701+,77.4,370,21.4,536,15.9,581=,33.7
501,Abu Dhabi University,United Arab Emirates,15.9,556,24.6,390,14.9,701+,16.7,610,100,5,99.8,38,27.3,701+,8.3,701+,1.5,701+,24.1
332,University of East Anglia (UEA),United Kingdom,17.2,522,7.2,601+,15.2,701+,58.7,209,66.8,294,32.2,412,87.9,199,19.2,575,91.4,81=,33.6
334,Université Grenoble Alpes,France,44.7,190,14.3,574,7.9,701+,41.7,330,20.2,594,35.1,389,94.9,78,20.7,552,21.5,518=,33.5
335,Indian Institute of Technology Roorkee (IITR),India,19.4,462,29,325,6.8,701+,93.8,55,1.3,701+,2,701+,44.3,701+,6.4,701+,37.9,386=,33.4
336,Flinders University,Australia,13.5,601+,5.6,601+,7.2,701+,51.8,251,97.2,127,88.8,131,80.8,311,7.4,701+,87.4,112,33.3
336,Lappeenranta-Lahti University of Technology LUT,Finland,6.4,601+,9.4,601+,9.5,701+,97.6,41,56.8,334,28.5,440,55.6,682,7.9,701+,55.8,284,33.3
336,Sichuan University,China (Mainland),20.4,433,12.3,601+,10.3,701+,98.5,32,7.1,701+,4.9,701+,71.3,463,12.9,701+,11,644=,33.3
336,University of the Philippines,Philippines,36.3,239,65.3,119,31.1,506,1.9,701+,1.6,701+,1.1,701+,60.9,624,65.6,177,67.7,230,33.3
340,University of Saskatchewan,Canada,11.1,601+,5.3,601+,18.2,701+,57,219,77.3,251,49.5,298,82.3,287,32.1,394,90.7,89=,33.2
340,University of South Australia,Australia,21.3,411,12.7,601+,24.9,594,31.9,413,99.8,92,50.9,290,85.5,238,15.5,644,83.6,132=,33.2
342,Brunel University London,United Kingdom,11.1,601+,13.3,601+,7.1,701+,46.5,297,99.1,102,99.8,37,77.9,363,19.9,564,71.2,214=,33
342,Sharif University of Technology,"Iran, Islamic Republic of",11.5,601+,33.6,278,5.1,701+,99.9,13,2.9,701+,1.2,701+,61.4,610,28.2,436,1.3,701+,33
344,Indian Institute of Technology Guwahati (IITG),India,18.8,480,32,295,6.4,701+,97.6,42,2.3,701+,1.2,701+,51.2,701+,4.9,701+,2.2,701+,32.9
344,Tufts University,United States,16.9,533,7.7,601+,53.5,285,45.7,303,23.5,554,38.1,369,60.2,632,56.1,220,81,151,32.9
344,University of Oulu,Finland,15.1,582,13.5,600,25.3,587,59.4,207,65.3,300,8.6,701+,89.4,175,21.7,528,68.6,226,32.9
347,Tilburg University,Netherlands,14.7,594,32.5,291,10.5,701+,55.1,229,98.4,114,60.6,245,56.8,667,14.3,685,15.2,590=,32.8
347,University of Naples - Federico II,Italy,36.6,236,19.7,461,4.2,701+,65.1,172,2.2,701+,1.1,701+,92.5,129,7.3,701+,20.1,530=,32.8
349,University of Victoria (UVic),Canada,17,530,7.7,601+,3.9,701+,62.5,188,94.7,152,40.9,350,54.2,701+,11.3,701+,82.9,139=,32.6
350,Cairo University,Egypt,45.8,179,41,229,8.8,701+,3,701+,2.9,701+,7.2,701+,86.4,223,95.5,50,47.2,329,32.5
350,Sciences Po ,France,16.8,535,34.8,271,81.1,125,2.8,701+,52.7,354,97.2,78,31.4,701+,97.7,30,7.2,701+,32.5
352,"City, University of London",United Kingdom,20.8,422,21.3,430,5.6,701+,31.2,421,95.8,140,98.9,59,66.4,531,54.8,226,23.2,505=,32.4
